DOI,Abstract,Label,Cleaned_Abstract
,"Well anchored inflation expectations are considered to be a reflection of credible monetary policy. In the past, anchoring has been assessed using either long-run inflation surveys or break-even inflation rates on financial assets with long maturities. But neither of these is ideal. Here we propose an alternative measure of inflation anchoring that makes full use of readily available, multiple-horizon, fixedevent forecasts. We show that a model where forecasts are assumed to diverge away from a long-run anchor towards actual inflation as the forecast horizon shortens fits the data well. It also provides simple estimates of the degree to which inflation expectations are anchored. Based on our estimation results we argue that inflation expectations have become more tightly anchored over time in both inflation targeting economies and in those following other regimes. However, inflation targeting regimes have seen a greater change along three dimensions: the level of the anchor has fallen further; the tightness of anchoring has increased more; and the relationship between the anchor and actual inflation outcomes has weakened to a greater degree.",1,well anchored inflation expectations are considered to be a reflection of credible monetary policy in the past anchoring has been assessed using either longrun inflation surveys or breakeven inflation rates on financial assets with long maturities but neither of these is ideal here we propose an alternative measure of inflation anchoring that makes full use of readily available multiplehorizon fixedevent forecasts we show that a model where forecasts are assumed to diverge away from a longrun anchor towards actual inflation as the forecast horizon shortens fits the data well it also provides simple estimates of the degree to which inflation expectations are anchored based on our estimation results we argue that inflation expectations have become more tightly anchored over time in both inflation targeting economies and in those following other regimes however inflation targeting regimes have seen a greater change along three dimensions the level of the anchor has fallen further the tightness of anchoring has increased more and the relationship between the anchor and actual inflation outcomes has weakened to a greater degree
,"It is difficult to consistently improve upon forecasts of inflation based solely on the most recent data on inflation. In this article, we show how to do so. Our main finding is that the most robust forecasts combine information from several different forecasting models, each of which incorporates the information in the available inflation indicators in different ways.",1,it is difficult to consistently improve upon forecasts of inflation based solely on the most recent data on inflation in this article we show how to do so our main finding is that the most robust forecasts combine information from several different forecasting models each of which incorporates the information in the available inflation indicators in different ways
,"A substantial decline in market-based measures of inflation expectations has raised concerns about low future inflation. An important question to address is whether the forecasts based on market information are as accurate as alternative forecasting methods. Compared against surveys of professional forecasters and other simple constant measurement tools, market-based inflation expectations are poor predictors of future inflation. This suggests that these measures contain little forward-looking information about future inflation.",1,a substantial decline in marketbased measures of inflation expectations has raised concerns about low future inflation an important question to address is whether the forecasts based on market information are as accurate as alternative forecasting methods compared against surveys of professional forecasters and other simple constant measurement tools marketbased inflation expectations are poor predictors of future inflation this suggests that these measures contain little forwardlooking information about future inflation
,"A stable predictive relationship between inflation and the output gap, often referred to as a Phillips curve, provides the basis for empirical formulations of countercyclical monetary policy in many models. However, evidence for the usefulness of output gap measures for forecasting inflation is often based on data that are not available when actual forecasts are made in practice. This ignores difficulties associated with estimation of the output gap in real-time and raises questions regarding the reliability of the resulting forecasts. In this paper we evaluate alternative multivariate methods for estimation of the output gap and assess their usefulness for predicting inflation. Our results suggest that inference based on ex-post constructed output gap measures severely overstates their usefulness for predicting inflation and, therefore, for the real-time policy process. Further, forecasts based on models that fail to control for the unreliability of the real-time estimates of the output gap are often less accurate than forecasts that abstract from the output gap concept altogether. These results bring into question the reliability of inflation forecasts based on output gaps for formulating monetary policy.",1,a stable predictive relationship between inflation and the output gap often referred to as a phillips curve provides the basis for empirical formulations of countercyclical monetary policy in many models however evidence for the usefulness of output gap measures for forecasting inflation is often based on data that are not available when actual forecasts are made in practice this ignores difficulties associated with estimation of the output gap in realtime and raises questions regarding the reliability of the resulting forecasts in this paper we evaluate alternative multivariate methods for estimation of the output gap and assess their usefulness for predicting inflation our results suggest that inference based on expost constructed output gap measures severely overstates their usefulness for predicting inflation and therefore for the realtime policy process further forecasts based on models that fail to control for the unreliability of the realtime estimates of the output gap are often less accurate than forecasts that abstract from the output gap concept altogether these results bring into question the reliability of inflation forecasts based on output gaps for formulating monetary policy
,"This paper extends the Svensson inflation forecast targeting framework with a convex Phillips curve. An asymmetric target rule is derived, which implies a higher level of nominal interest rates than the Svensson forward-looking version of the reaction function popularised by Taylor. Extending the analysis with uncertainty about the output gap, it is found that uncertainty induces a further upward bias in nominal interest rates.",1,this paper extends the svensson inflation forecast targeting framework with a convex phillips curve an asymmetric target rule is derived which implies a higher level of nominal interest rates than the svensson forwardlooking version of the reaction function popularised by taylor extending the analysis with uncertainty about the output gap it is found that uncertainty induces a further upward bias in nominal interest rates
,"Three classes of inflation models are discussed: Standard Phillips curves, New Keynesian Phillips curves and Incomplete Competition Models. Their relative merits in explaining and forecasting inflation are investigated theoretically and empirically. We establish that Standard Phillips-curve forecasts are robust to types of structural breaks that harm the Incomplete Competion model forecasts, but exaggerate forecast uncertainty in periods with no breaks. As the potential biases in after-break forecast errors for the Incomplete Competition model can be remedied by intercept corrections, it offers the best prospect of successful inflation forecasting.",1,three classes of inflation models are discussed standard phillips curves new keynesian phillips curves and incomplete competition models their relative merits in explaining and forecasting inflation are investigated theoretically and empirically we establish that standard phillipscurve forecasts are robust to types of structural breaks that harm the incomplete competion model forecasts but exaggerate forecast uncertainty in periods with no breaks as the potential biases in afterbreak forecast errors for the incomplete competition model can be remedied by intercept corrections it offers the best prospect of successful inflation forecasting
,"The Federal Reserve recently announced it will begin to release quarterly inflation forecasts based on the Personal Consumption Expenditure Price Index. As Chairman Bernanke said, the PCE index is generally thought to be ?the single most comprehensive and theoretically compelling measure of consumer prices.? At the same time, Bernanke said that ?no single measure of inflation is perfect, and the Committee will continue to monitor a range of measures when forming its view about inflation prospects, ? including the Consumer Price Index. ; The public and private sectors alike will want to be able to convert CPI inflation forecasts released by various organizations to PCE inflation forecasts, and vice versa. But the inflation differentials for the two measures can change significantly over time. To convert between CPI and PCE inflation projections, economists must construct statistical models to explain and predict the inflation differentials (overall and core), recognizing that the differentials may change over time. ; Hakkio estimates a set of models that analysts can use to make such conversions.",1,the federal reserve recently announced it will begin to release quarterly inflation forecasts based on the personal consumption expenditure price index as chairman bernanke said the pce index is generally thought to be the single most comprehensive and theoretically compelling measure of consumer prices at the same time bernanke said that no single measure of inflation is perfect and the committee will continue to monitor a range of measures when forming its view about inflation prospects including the consumer price index the public and private sectors alike will want to be able to convert cpi inflation forecasts released by various organizations to pce inflation forecasts and vice versa but the inflation differentials for the two measures can change significantly over time to convert between cpi and pce inflation projections economists must construct statistical models to explain and predict the inflation differentials overall and core recognizing that the differentials may change over time hakkio estimates a set of models that analysts can use to make such conversions
,"This article reassesses recent work that has challenged the usefulness of inflation forecasts. The authors find that inflation forecasts were informative in 1977-84 and 1993-2000, but less informative in 1985-92. They also find that standard forecasting models, while generally poor at forecasting the magnitude of inflation, are good at forecasting the direction of change of inflation.",1,this article reassesses recent work that has challenged the usefulness of inflation forecasts the authors find that inflation forecasts were informative in and but less informative in they also find that standard forecasting models while generally poor at forecasting the magnitude of inflation are good at forecasting the direction of change of inflation
,"This paper examines the implications of the expectations theory of the term structure for the implementation of inflation targeting. We show that the term structure weakens the transmission of short term interest rates to ultimate policy objectives. Therefore, short term interest rates in the central bank's forward looking monetary policy rule need to respond more strongly to the output gap and deviations of inflation from its target. Thus, in general the term structure implies a higher degree of policy activism. Next, we show that both the sensitivity of the term spread to economic fundamentals, and the extent to which the spread predicts future output, are increasing in the duration of the long bond and the degree of structural output persistence. If the central bank becomes relatively less concerned about inflation stabilisation the term spread becomes less sensitive to fundamentals, and the spread will be less successful in predicting real economic activity.",1,this paper examines the implications of the expectations theory of the term structure for the implementation of inflation targeting we show that the term structure weakens the transmission of short term interest rates to ultimate policy objectives therefore short term interest rates in the central banks forward looking monetary policy rule need to respond more strongly to the output gap and deviations of inflation from its target thus in general the term structure implies a higher degree of policy activism next we show that both the sensitivity of the term spread to economic fundamentals and the extent to which the spread predicts future output are increasing in the duration of the long bond and the degree of structural output persistence if the central bank becomes relatively less concerned about inflation stabilisation the term spread becomes less sensitive to fundamentals and the spread will be less successful in predicting real economic activity
,"This paper revisits real-time forecasting of U.S. inflation based on Phillips curve-inspired linear regression models. Our innovation is to allow for both structural breaks in the regression parameters and the variance as well as uncertainty regarding which set of predictor variables one can include in these regressions (‘model uncertainty’). Structural breaks are described by occasional shocks of random magnitude. The set of potential predictors includes lagged values of inflation, output series, interest rate series and money. Parameter estimation and forecasting are performed using a Gibbs sampling approach with Bayesian model averaging. We compare our approach with many alternative univariate and multivariate model specifications including a random walk model. Posterior results show that our model specification provides superior 1-step ahead and 4-step ahead forecasts for both CPI and GDP deflator inflation rates in terms of root mean squared prediction error. Also, the common finding of autonomous inflation volatility breaks is rejected by our approach: breaks in the conditional mean of inflation drive structural breaks in U.S. inflation measures. The views expressed in this paper are those of the authors and do not necessarily reflect those of the Federal Reserve Bank of New York, the Federal Reserve System or the Central Bank of",1,this paper revisits realtime forecasting of us inflation based on phillips curveinspired linear regression models our innovation is to allow for both structural breaks in the regression parameters and the variance as well as uncertainty regarding which set of predictor variables one can include in these regressions ‘model uncertainty’ structural breaks are described by occasional shocks of random magnitude the set of potential predictors includes lagged values of inflation output series interest rate series and money parameter estimation and forecasting are performed using a gibbs sampling approach with bayesian model averaging we compare our approach with many alternative univariate and multivariate model specifications including a random walk model posterior results show that our model specification provides superior step ahead and step ahead forecasts for both cpi and gdp deflator inflation rates in terms of root mean squared prediction error also the common finding of autonomous inflation volatility breaks is rejected by our approach breaks in the conditional mean of inflation drive structural breaks in us inflation measures the views expressed in this paper are those of the authors and do not necessarily reflect those of the federal reserve bank of new york the federal reserve system or the central bank of
,"Forecasting inflation is challenging in emerging markets, where trade and monetary regimes have shifted, and the exchange rate, energy and food prices are highly volatile. Mobile money is a recent financial innovation giving financial transaction services via a mobile phone, including to the unbanked. Stable models for the 1-month and 3-month-ahead rates of inflation in Uganda, measured by the consumer price index for food and non-food, and for the domestic fuel price, are estimated over 1994-2013. Key features are the use of multivariate models with equilibrium-correction terms in relative prices; introducing non-linearities to proxy state dependence in the inflation process; and applying a ‘parsimonious longer lags’ (PLL) parameterisation to feature lags up to 12 months. International influences through foreign prices and the exchange rate (including food prices in Kenya after regional integration) have an important influence on the dependent variables, as does the growth of domestic credit. Rainfall deviation from the long-run mean is an important driver for all, most dramatically for food. The domestic money stock is irrelevant for food and fuel inflation, but has a small effect on non-food inflation. Other drivers include the trade and current account balances, fiscal balance, terms of trade and trade openness, and the international interest rate differential. Parameter stability tests suggest the models could be useful for short-term forecasting of inflation. There is no serious evidence of a link between mobile money and inflation.",1,forecasting inflation is challenging in emerging markets where trade and monetary regimes have shifted and the exchange rate energy and food prices are highly volatile mobile money is a recent financial innovation giving financial transaction services via a mobile phone including to the unbanked stable models for the month and monthahead rates of inflation in uganda measured by the consumer price index for food and nonfood and for the domestic fuel price are estimated over key features are the use of multivariate models with equilibriumcorrection terms in relative prices introducing nonlinearities to proxy state dependence in the inflation process and applying a ‘parsimonious longer lags’ pll parameterisation to feature lags up to months international influences through foreign prices and the exchange rate including food prices in kenya after regional integration have an important influence on the dependent variables as does the growth of domestic credit rainfall deviation from the longrun mean is an important driver for all most dramatically for food the domestic money stock is irrelevant for food and fuel inflation but has a small effect on nonfood inflation other drivers include the trade and current account balances fiscal balance terms of trade and trade openness and the international interest rate differential parameter stability tests suggest the models could be useful for shortterm forecasting of inflation there is no serious evidence of a link between mobile money and inflation
,"Short-term inflation forecasting is an essential component of the monetary policy projections at the Central Bank of Nigeria. This paper proposes four short-term headline inflation forecasting models using the SARIMA and SARIMAX processes and compares their performance using the pseudo-out-of-sample forecasting procedure over July 2011 to September 2013. According to the results the best forecasting performance is demonstrated by the model based on the all items CPI estimated using the SARIMAX model. This model is, therefore, recommended for use in short-term forecasting of headline inflation in Nigeria. The forecasting performance up to eight months ahead, of the models based on the weighted sum of all items CPI components is relatively bad. For forecast of food inflation up to ten months ahead SARIMA is recommended, but for eleven to twelve months ahead the SARIMAX model performs better. However, the SARIMA model for core inflation consistently outperforms the SARIMAX model and should therefore be used to forecast core inflation.",1,shortterm inflation forecasting is an essential component of the monetary policy projections at the central bank of nigeria this paper proposes four shortterm headline inflation forecasting models using the sarima and sarimax processes and compares their performance using the pseudooutofsample forecasting procedure over july to september according to the results the best forecasting performance is demonstrated by the model based on the all items cpi estimated using the sarimax model this model is therefore recommended for use in shortterm forecasting of headline inflation in nigeria the forecasting performance up to eight months ahead of the models based on the weighted sum of all items cpi components is relatively bad for forecast of food inflation up to ten months ahead sarima is recommended but for eleven to twelve months ahead the sarimax model performs better however the sarima model for core inflation consistently outperforms the sarimax model and should therefore be used to forecast core inflation
,"Inflation forecasts are in great demand by agents in financial markets and monetary authorities that also require frequent updates. In the case of the EMU, these can be done monthly using Harmonised Indices of Consumer Prices (HICP). Analysing the HICP it was detected in a previous paper that breaking down the HICP in a vector of n sectors so that each price index component corresponds to a group of relatively homogeneous markets, or in a vector of n countries, there are in both cases fewer than (n-1) cointegration relationships. It can then be said that the components of the index are not fully cointegrated in the sense that there is more than one common trend in the HICP vector. In such a case, one way to increase sample information about the HICP trend is to consider the n price components and approach disaggregated econometric modelling. The paper shows that the breakdown that joins both criteria by considering a price index for each large group of markets in each country improves EMU inflation forecasts and establishes a framework in which general and specific explanatory variables and non-linear structures can be introduced for further improvements. The paper shows that VEqCM of ten price indices "" two sectors by five geographical areas "" including three cointegration relationships, with a sector-block diagonal restriction, generates forecasts of the year-on-year inflation rate in the HICP such that their error variances are one third or one fifth of the forecast errors from an aggregate ARIMA model, depending whether the horizon is three or twelve months. This vector model also provides better forecasts than single-equation models or alternative vector models for the components. A successful formulation of the vector model requires the inclusion of dummy variables to take account of special events such as seasonality changes due to sales, the introduction of the euro, Greece becoming a member of the EMU, the introduction of ecological taxes, bad weather periods and others events altering the evolution of unprocessed food prices, etc. and the inclusion of international Brent prices in euros. With the breakdown used in the paper it is shown that a usual measure of core inflation is not a good predictor of total inflation, but the interest in core inflation could lie in the fact that its corresponding price index is constructed with price indices in which innovations are more persistent than those in the other consumer price indexes excluded from the core. The disaggregated forecasts presented in this paper are useful for policy-making because they tell us which sectors have the highest expected inflation rates and how persistent are the shocks affecting different sectors.",1,inflation forecasts are in great demand by agents in financial markets and monetary authorities that also require frequent updates in the case of the emu these can be done monthly using harmonised indices of consumer prices hicp analysing the hicp it was detected in a previous paper that breaking down the hicp in a vector of n sectors so that each price index component corresponds to a group of relatively homogeneous markets or in a vector of n countries there are in both cases fewer than n cointegration relationships it can then be said that the components of the index are not fully cointegrated in the sense that there is more than one common trend in the hicp vector in such a case one way to increase sample information about the hicp trend is to consider the n price components and approach disaggregated econometric modelling the paper shows that the breakdown that joins both criteria by considering a price index for each large group of markets in each country improves emu inflation forecasts and establishes a framework in which general and specific explanatory variables and nonlinear structures can be introduced for further improvements the paper shows that veqcm of ten price indices two sectors by five geographical areas including three cointegration relationships with a sectorblock diagonal restriction generates forecasts of the yearonyear inflation rate in the hicp such that their error variances are one third or one fifth of the forecast errors from an aggregate arima model depending whether the horizon is three or twelve months this vector model also provides better forecasts than singleequation models or alternative vector models for the components a successful formulation of the vector model requires the inclusion of dummy variables to take account of special events such as seasonality changes due to sales the introduction of the euro greece becoming a member of the emu the introduction of ecological taxes bad weather periods and others events altering the evolution of unprocessed food prices etc and the inclusion of international brent prices in euros with the breakdown used in the paper it is shown that a usual measure of core inflation is not a good predictor of total inflation but the interest in core inflation could lie in the fact that its corresponding price index is constructed with price indices in which innovations are more persistent than those in the other consumer price indexes excluded from the core the disaggregated forecasts presented in this paper are useful for policymaking because they tell us which sectors have the highest expected inflation rates and how persistent are the shocks affecting different sectors
,"We examine whether the U.S. rate of price inflation has become harder to forecast and, to the extent that it has, what changes in the inflation process have made it so. The main finding is that the univariate inflation process is well described by an unobserved component trend-cycle model with stochastic volatility or, equivalently, an integrated moving average process with time-varying parameters. This model explains a variety of recent univariate inflation forecasting puzzles and begins to explain some multivariate inflation forecasting puzzles as well. Copyright 2007 The Ohio State University.",1,we examine whether the us rate of price inflation has become harder to forecast and to the extent that it has what changes in the inflation process have made it so the main finding is that the univariate inflation process is well described by an unobserved component trendcycle model with stochastic volatility or equivalently an integrated moving average process with timevarying parameters this model explains a variety of recent univariate inflation forecasting puzzles and begins to explain some multivariate inflation forecasting puzzles as well copyright the ohio state university
