DOI,Abstract,Label,Cleaned_Abstract
10.3386/w8180,"... This paper first reviews the large literature on the prediction of real economic activity and inflation using asset prices. We then undertake our own assessment of the practical value of the information in asset prices for short- to medium-term economic forecasting using data from seven developed economies,. This analysis of the literature and the data lead us to three main conclusions. First, individual asset prices (including stock returns, interest rates, interest rate spreads, housing price inflation, and exchange rates) can have statistically significant marginal predictive content for output growth at some times in some countries. Whether this predictive content can be reliably exploited is less clear, for this requires knowing apriori what asset price works when in which countries. The argument that asset prices are useful for forecasting inflation is weaker than for output growth. Second, there are great disparities between in-sample test statistics and the performance of candidate leading indicators in simulated out of sample forecasting experiments. This, along with evidence based on formal stability tests, suggests that instability of predictive relations based on asset prices and most other candidate leading indicators is the norm. Third, suitably combining the information in the various predictors appears to circumvent the worst of these instability problems, both for forecasts of output and of inflation. Forecasts of inflation that combine information from measures of real activity and output gaps are, relative to the alternatives, fairly reliable. Some modest improvements might be possible by suitably augmenting this information with asset prices. 2. A Survey of the Literature",1,this paper first reviews the large literature on the prediction of real economic activity and inflation using asset prices we then undertake our own assessment of the practical value of the information in asset prices for short to mediumterm economic forecasting using data from seven developed economies this analysis of the literature and the data lead us to three main conclusions first individual asset prices including stock returns interest rates interest rate spreads housing price inflation and exchange rates can have statistically significant marginal predictive content for output growth at some times in some countries whether this predictive content can be reliably exploited is less clear for this requires knowing apriori what asset price works when in which countries the argument that asset prices are useful for forecasting inflation is weaker than for output growth second there are great disparities between insample test statistics and the performance of candidate leading indicators in simulated out of sample forecasting experiments this along with evidence based on formal stability tests suggests that instability of predictive relations based on asset prices and most other candidate leading indicators is the norm third suitably combining the information in the various predictors appears to circumvent the worst of these instability problems both for forecasts of output and of inflation forecasts of inflation that combine information from measures of real activity and output gaps are relative to the alternatives fairly reliable some modest improvements might be possible by suitably augmenting this information with asset prices a survey of the literature
10.2202/1935-1690.1677,"This paper carries out the task of evaluating inflation forecasts from the Livingston Survey and the Survey of Professional Forecasters, using the Real-Time Data Set for Macroeconomists as a source of real-time data. We examine the magnitude and patterns of revisions to the inflation rate based on the output price index. We then run tests on the forecasts from the surveys to see how good they are. We find that there are several episodes in which forecasters made persistent forecast errors, but the episodes are so short that by the time they can be identified, they have nearly disappeared. Thus, improving on the survey forecasts seems to be very difficult in real time, and the attempt to do so leads to increased forecast errors.",1,this paper carries out the task of evaluating inflation forecasts from the livingston survey and the survey of professional forecasters using the realtime data set for macroeconomists as a source of realtime data we examine the magnitude and patterns of revisions to the inflation rate based on the output price index we then run tests on the forecasts from the surveys to see how good they are we find that there are several episodes in which forecasters made persistent forecast errors but the episodes are so short that by the time they can be identified they have nearly disappeared thus improving on the survey forecasts seems to be very difficult in real time and the attempt to do so leads to increased forecast errors
10.1177/002795010418900107,"In February 1996 the Bank of England and the National Institute of Economic and Social Research significantly increased the amount of information they published about the uncertainty surrounding their central projections of inflation. In effect, and in different ways, they each began to publish a density forecast of inflation, that is, an estimate of the probability distribution of possible outcomes for future inflation. The Bank represented this graphically, as a set of forecast intervals covering 10, 20, 30, …, 90 per cent of the probability distribution, coloured red, of lighter shades for the outer bands. This was done for inflation forecasts up to eight quarters ahead, and since the distribution becomes increasingly dispersed and the intervals ‘fan out’ as the forecast horizon increases, the chart became known as the ‘fan chart’ (or, rather more informally, and noting its red colour, the ‘rivers of blood’). The National Institute represented the distribution as a histogram, in the form of a table reporting the probabilities of inflation falling in various ranges. These intervals, or ‘bins’ of the histogram, have changed from time to time; those used currently are: less than 1.5 per cent, 1.5 to 2.0 per cent, 2.0 to 2.5 per cent, and so on. The forecasts refer to the fourth quarters of the current and following years, and from the beginning have included not only inflation but also real GDP growth. Fan charts for real GDP growth first appeared in the Bank's Inflation Report in November 1997.",1,in february the bank of england and the national institute of economic and social research significantly increased the amount of information they published about the uncertainty surrounding their central projections of inflation in effect and in different ways they each began to publish a density forecast of inflation that is an estimate of the probability distribution of possible outcomes for future inflation the bank represented this graphically as a set of forecast intervals covering … per cent of the probability distribution coloured red of lighter shades for the outer bands this was done for inflation forecasts up to eight quarters ahead and since the distribution becomes increasingly dispersed and the intervals ‘fan out’ as the forecast horizon increases the chart became known as the ‘fan chart’ or rather more informally and noting its red colour the ‘rivers of blood’ the national institute represented the distribution as a histogram in the form of a table reporting the probabilities of inflation falling in various ranges these intervals or ‘bins’ of the histogram have changed from time to time those used currently are less than per cent to per cent to per cent and so on the forecasts refer to the fourth quarters of the current and following years and from the beginning have included not only inflation but also real gdp growth fan charts for real gdp growth first appeared in the banks inflation report in november
10.1080/00036846.2011.566190,"We assess the power of diverse Artificial Neural-Network (ANN) models as forecasting tools for monthly inflation rates for 28 Organization for Economic Co-operation and Development (OECD) countries. In the context of short out-of-sample forecasting horizon we find that, on average, the ANN models were a superior predictor for inflation for 45% while the Autoregressive model of order one (AR1) model performed better for 23% of the countries. Furthermore, we develop arithmetic combinations of several ANN models and find that these may also serve as credible tools for forecasting inflation.",1,we assess the power of diverse artificial neuralnetwork ann models as forecasting tools for monthly inflation rates for organization for economic cooperation and development oecd countries in the context of short outofsample forecasting horizon we find that on average the ann models were a superior predictor for inflation for while the autoregressive model of order one ar model performed better for of the countries furthermore we develop arithmetic combinations of several ann models and find that these may also serve as credible tools for forecasting inflation
10.31477/rjmf.201804.42,"Inflation forecasting is an important practical problem. This paper proposes a solution to this problem for Russia using several basic machine learning methods: LASSO, Ridge, Elastic Net, Random Forest, and Boosting. Despite the fact that these methods already existed in the early 2000s, for a long time they remained almost unnoticed in the professional literature related to the forecasting of inflation in general, and Russian inflation in particular. This paper is one of the first attempts to apply machine learning methods to the forecasting of inflation in Russia. The present empirical study demonstrates that the Random Forest model and the Boosting model are at least as good at inflation forecasting as more traditional models, such as Random Walk and autoregression. The main result of this paper is the confirmation of the possibility of more accurate forecasting of inflation in Russia using machine learning methods.",1,inflation forecasting is an important practical problem this paper proposes a solution to this problem for russia using several basic machine learning methods lasso ridge elastic net random forest and boosting despite the fact that these methods already existed in the early s for a long time they remained almost unnoticed in the professional literature related to the forecasting of inflation in general and russian inflation in particular this paper is one of the first attempts to apply machine learning methods to the forecasting of inflation in russia the present empirical study demonstrates that the random forest model and the boosting model are at least as good at inflation forecasting as more traditional models such as random walk and autoregression the main result of this paper is the confirmation of the possibility of more accurate forecasting of inflation in russia using machine learning methods
10.1002/for.2901,"Abstract Motivated by the recent literature that finds that artificial neural networks (NN) can efficiently predict economic time‐series in general and inflation in particular, we investigate if the forecasting performance can be improved even further by using a particular kind of NN—a recurrent neural network. We use a long short‐term memory recurrent neural network (LSTM) that was proven to be highly efficient for sequential data and computed univariate forecasts of monthly US CPI inflation. We show that even though LSTM slightly outperforms autoregressive model (AR), NN, and Markov‐switching models, its performance is on par with the seasonal autoregressive model SARIMA. Additionally, we conduct a sensitivity analysis with respect to hyperparameters and provide a qualitative interpretation of what the networks learn by applying a novel layer‐wise relevance propagation technique.",1,abstract motivated by the recent literature that finds that artificial neural networks nn can efficiently predict economic time‐series in general and inflation in particular we investigate if the forecasting performance can be improved even further by using a particular kind of nn—a recurrent neural network we use a long short‐term memory recurrent neural network lstm that was proven to be highly efficient for sequential data and computed univariate forecasts of monthly us cpi inflation we show that even though lstm slightly outperforms autoregressive model ar nn and markov‐switching models its performance is on par with the seasonal autoregressive model sarima additionally we conduct a sensitivity analysis with respect to hyperparameters and provide a qualitative interpretation of what the networks learn by applying a novel layer‐wise relevance propagation technique
10.1080/07350015.2019.1637745,"Inflation forecasting is an important but difficult task. Here, we explore advances in machine learning (ML) methods and the availability of new datasets to forecast U.S. inflation. Despite the skepticism in the previous literature, we show that ML models with a large number of covariates are systematically more accurate than the benchmarks. The ML method that deserves more attention is the random forest model, which dominates all other models. Its good performance is due not only to its specific method of variable selection but also the potential nonlinearities between past key macroeconomic variables and inflation. Supplementary materials for this article are available online.",1,inflation forecasting is an important but difficult task here we explore advances in machine learning ml methods and the availability of new datasets to forecast us inflation despite the skepticism in the previous literature we show that ml models with a large number of covariates are systematically more accurate than the benchmarks the ml method that deserves more attention is the random forest model which dominates all other models its good performance is due not only to its specific method of variable selection but also the potential nonlinearities between past key macroeconomic variables and inflation supplementary materials for this article are available online
10.1017/s136510050705033x,"This paper compares the forecasting performance of some leading models of inflation for G-7 countries. We show that bivariate and trivariate models suggested by economic theory or statistical analysis are not much better than univariate ones. Phillips curve specifications fit well into this class. Improvements in both the MSE of the forecasts and turning point prediction are obtained with time-varying coefficients models, which exploit international interdependencies. The performance of the latter class of models is stable throughout the 1990s.",1,this paper compares the forecasting performance of some leading models of inflation for g countries we show that bivariate and trivariate models suggested by economic theory or statistical analysis are not much better than univariate ones phillips curve specifications fit well into this class improvements in both the mse of the forecasts and turning point prediction are obtained with timevarying coefficients models which exploit international interdependencies the performance of the latter class of models is stable throughout the s
10.1111/j.1468-0084.1992.mp54002003.x,"Since January 1978, the University of Michigan Survey Research Center has been collecting the monthly year-ahead inflation forecasts of U.S. consumers. Following the implications of Muthian rational expectations, the author uses L. P. Hansen and R. J. Hodrick's procedure to examine whether these data are unbiased, and whether they outperform comparable nonsurvey augmented-adaptive and naive forecasts in terms of predictive information content. It is concluded that the survey data (unlike the nonsurvey forecasts) are biased. However, they contain more predictive information than that included in the naive forecasts but lack the predictive information contained in the forecasts generated from the augmented-adaptive Phillips curve type model. Copyright 1992 by Blackwell Publishing Ltd",1,since january the university of michigan survey research center has been collecting the monthly yearahead inflation forecasts of us consumers following the implications of muthian rational expectations the author uses l p hansen and r j hodricks procedure to examine whether these data are unbiased and whether they outperform comparable nonsurvey augmentedadaptive and naive forecasts in terms of predictive information content it is concluded that the survey data unlike the nonsurvey forecasts are biased however they contain more predictive information than that included in the naive forecasts but lack the predictive information contained in the forecasts generated from the augmentedadaptive phillips curve type model copyright by blackwell publishing ltd
10.1111/j.1468-0084.2011.00639.x,"Abstract We develop a system that provides model‐based forecasts for inflation in Norway. We recursively evaluate quasi out‐of‐sample forecasts from a large suite of models from 1999 to 2009. The performance of the models are then used to derive quasi real time weights that are used to combine the forecasts. Our results indicate that a combination forecast improves upon the point forecasts from individual models. Furthermore, a combination forecast outperforms Norges Bank's own point forecast for inflation. The beneficial results are obtained using a trimmed weighted average. Some degree of trimming is required for the combination forecasts to outperform the judgmental forecasts from the policymaker.",1,abstract we develop a system that provides model‐based forecasts for inflation in norway we recursively evaluate quasi out‐of‐sample forecasts from a large suite of models from to the performance of the models are then used to derive quasi real time weights that are used to combine the forecasts our results indicate that a combination forecast improves upon the point forecasts from individual models furthermore a combination forecast outperforms norges banks own point forecast for inflation the beneficial results are obtained using a trimmed weighted average some degree of trimming is required for the combination forecasts to outperform the judgmental forecasts from the policymaker
10.1177/002795010117500106,"Given the long and variable time lags between interest rate changes and responses in output and inflation, an inflation forecast must lie at the heart of monetary policy. In the UK the Bank's inflation forecast and Report were developed when the interest rate decision still lay with the Chancellor. Its, largely unchanged, continuation has led to certain tensions once that decision was delegated to a Monetary Policy Committee of independently responsible experts. In this paper the question is raised whether such a Committee should be jointly and individually responsible for the inflation forecast, and what might be considered as alternative procedures.",1,given the long and variable time lags between interest rate changes and responses in output and inflation an inflation forecast must lie at the heart of monetary policy in the uk the banks inflation forecast and report were developed when the interest rate decision still lay with the chancellor its largely unchanged continuation has led to certain tensions once that decision was delegated to a monetary policy committee of independently responsible experts in this paper the question is raised whether such a committee should be jointly and individually responsible for the inflation forecast and what might be considered as alternative procedures
10.1109/icsssm.2015.7170251,"Analyzing inflation forecast problem, this paper proposes a SVM-based approach. Firstly, the paper reviews some former studies about inflation forecasting and predicting methodology, finding that SVM is a nonlinear adaptive data-driven model with strong approximation and generalization ability, which can be applied to complex forecasting tasks. Secondly, the paper establishes a SVM model and discusses the selection of kernel functions. Thirdly, the Particle Swarm Optimization (PSO) and the Genetic Algorithm (GA) are introduced to optimize the models. Then the SVM-based models (Fixed-SVM, PSO-SVM, GA-SVM) together with a BP neural network are employed to forecast Chinese inflation rate. The results show that the PSO-SVM performs better than BP and any other SVM-based model since its MSE of testing group is 0.006 and its absolute errors between predictions and real values are all below 0.02. It reveals that the final PSO-SVM model is promising in short-term inflation forecast.",1,analyzing inflation forecast problem this paper proposes a svmbased approach firstly the paper reviews some former studies about inflation forecasting and predicting methodology finding that svm is a nonlinear adaptive datadriven model with strong approximation and generalization ability which can be applied to complex forecasting tasks secondly the paper establishes a svm model and discusses the selection of kernel functions thirdly the particle swarm optimization pso and the genetic algorithm ga are introduced to optimize the models then the svmbased models fixedsvm psosvm gasvm together with a bp neural network are employed to forecast chinese inflation rate the results show that the psosvm performs better than bp and any other svmbased model since its mse of testing group is and its absolute errors between predictions and real values are all below it reveals that the final psosvm model is promising in shortterm inflation forecast
10.1111/j.1468-2354.2012.00704.x,"We forecast quarterly US inflation based on the generalized Phillips curve using econometric methods that incorporate dynamic model averaging. These methods not only allow for coefficients to change over time, but also allow for the entire forecasting model to change over time. We find that dynamic model averaging leads to substantial forecasting improvements over simple benchmark regressions and more sophisticated approaches such as those using time varying coefficient models. We also provide evidence on which sets of predictors are relevant for forecasting in each period.",1,we forecast quarterly us inflation based on the generalized phillips curve using econometric methods that incorporate dynamic model averaging these methods not only allow for coefficients to change over time but also allow for the entire forecasting model to change over time we find that dynamic model averaging leads to substantial forecasting improvements over simple benchmark regressions and more sophisticated approaches such as those using time varying coefficient models we also provide evidence on which sets of predictors are relevant for forecasting in each period
10.1111/j.1468-0084.2009.00544.x,"Abstract This paper investigates the empirical success of the New Keynesian Phillips Curve (NKPC) in explaining US inflation when observed measures of inflation expectations are used in conjunction with the output gap. The paper contributes to the literature by addressing the important problem of serial correlation in the stylized NKPC and developing an extended model to account for this serial correlation. Contrary to recent results indicating no role for the output gap, we find it to be a statistically significant driving variable for inflation, with this finding robust to whether the inflation expectations series used relates to individual consumers, professional forecasters or the US Fed.",1,abstract this paper investigates the empirical success of the new keynesian phillips curve nkpc in explaining us inflation when observed measures of inflation expectations are used in conjunction with the output gap the paper contributes to the literature by addressing the important problem of serial correlation in the stylized nkpc and developing an extended model to account for this serial correlation contrary to recent results indicating no role for the output gap we find it to be a statistically significant driving variable for inflation with this finding robust to whether the inflation expectations series used relates to individual consumers professional forecasters or the us fed
10.3982/ecta5771,"This paper introduces the model confidence set (MCS) and applies it to the selection of models. A MCS is a set of models that is constructed such that it will contain the best model with a given level of confidence. The MCS is in this sense analogous to a confidence interval for a parameter. The MCS acknowledges the limitations of the data, such that uninformative data yield a MCS with many models, whereas informative data yield a MCS with only a few models. The MCS procedure does not assume that a particular model is the true model; in fact, the MCS procedure can be used to compare more general objects, beyond the comparison of models. We apply the MCS procedure to two empirical problems. First, we revisit the inflation forecasting problem posed by Stock and Watson (1999), and compute the MCS for their set of inflation forecasts. Second, we compare a number of Taylor rule regressions and determine the MCS of the best regression in terms of in-sample likelihood criteria.",1,this paper introduces the model confidence set mcs and applies it to the selection of models a mcs is a set of models that is constructed such that it will contain the best model with a given level of confidence the mcs is in this sense analogous to a confidence interval for a parameter the mcs acknowledges the limitations of the data such that uninformative data yield a mcs with many models whereas informative data yield a mcs with only a few models the mcs procedure does not assume that a particular model is the true model in fact the mcs procedure can be used to compare more general objects beyond the comparison of models we apply the mcs procedure to two empirical problems first we revisit the inflation forecasting problem posed by stock and watson and compute the mcs for their set of inflation forecasts second we compare a number of taylor rule regressions and determine the mcs of the best regression in terms of insample likelihood criteria
